Username,Message,Character Count,Retweet Count,Like Count,Total Actions,Type
CompanyJ_1450,Gronk says his future will be decided in a week or two If that s a career he goes down as one of the greatest ever 3x Champion 4x All Pro 1st 5x Pro Bowl 92 TDs 602 catches 9 024 yards ,185,3595,16954,20549,photo
CompanyJ_1451, I m pretty numb right now I definitely got out coached Sean McVay via Sheena_Marie3 ,85,2245,17833,20078,video
CompanyJ_1452, ,1,2677,16372,19049,photo
CompanyJ_1453,The champs are bumping MO BAMBA on a old school boom box via MasterTes ,71,7002,29813,36815,video
CompanyJ_1454,A win is a win hulu ,20,657,4196,4853,video
CompanyJ_1455,Dynasty ,8,1982,9126,11108,photo
CompanyJ_1456, We came flying in To win Super Bowl LIII the Patriots squashed the Rams revolution before it even began ,105,143,1210,1353,photo
CompanyJ_1457,Gronk s catch twistedwan IG ,28,1233,9520,10753,video
CompanyJ_1458,Big year for Boston beating LA ,31,2058,11021,13079,photo
CompanyJ_1459,Dynasties via brfootball ,25,997,7460,8457,photo
CompanyJ_1460,Jared Goff puts the Super Bowl loss on himself It was me It was our offense And we well I couldn t do my part per MikeSilver ,125,379,4070,4449,photo
CompanyJ_1461,On this day in 2004 Messi signed his first professional contract In the 15 years since 663 games 581 goals 246 assists 33 trophies 5 Ballons d Or via brfootball ,161,713,5039,5752,photo
CompanyJ_1462,Mourinho wipes out via ap_alexeeva ,35,181,1214,1395,video
CompanyJ_1463,What it s all about ,20,827,9261,10088,photo
CompanyJ_1464,Ja Morant went from an unranked recruit to possibly the next Russell Westbrook He s a basketball genius A once in a lifetime player ,132,708,4075,4783,photo
CompanyJ_1465,Seven years ago today Jeremy Lin checked in for the Knicks unsure if he had an NBA future He finished with 25 points and Linsanity was born ,140,12182,57772,69954,video
CompanyJ_1466,What does Vegas know br_betting ,32,433,2868,3301,photo
CompanyJ_1467,Celtics not on expanded handful of teams Anthony Davis would be willing to sign with long term per wojespn ,107,361,2476,2837,photo
CompanyJ_1468,Melo s son is out here hooping via CarmeloAnthony ,50,4068,17223,21291,video
CompanyJ_1469,Sean Payton had to laugh when these kids reenacted the blown PI call via klayton34 Instagram ,93,1208,8615,9823,video
CompanyJ_1470,Anthony Davis would sign a long term deal with these teams per ShamsCharania Lakers Knicks Bucks Clippers ,106,1818,8760,10578,photo
CompanyJ_1471,Lakers have absolutely gotten more serious in pursuit of AD Magic Johnson and Dell Demps have had multiple conversations today per wojespn ,139,844,4448,5292,photo
CompanyJ_1472,Brian Flores is the new Dolphins coach His journey Raised in one of NY s toughest areas Same neighborhood as Mike Tyson Torn quad ruined NFL chances Joined Pats as assistant scout Promoted to defensive play caller Held Rams to 3 points in Super Bowl ,250,1475,8018,9493,photo
CompanyJ_1473,Franchise cornerstones ,23,957,8286,9243,photo
CompanyJ_1474,Bats have been an unexpected attraction at Spurs games since 2009 ,66,245,2034,2279,video
CompanyJ_1475,Lakers latest offer to the Pelicans for Anthony Davis per BA_Turner Lonzo Kuz Ingram Rondo Lance Beasley Two 1sts LA also willing to take Solomon Hill for cap relief ,166,3184,11975,15159,photo
CompanyJ_1476,Heat will retire Chris Bosh s jersey on March 26 ,49,3845,26152,29997,photo
CompanyJ_1477,Mark Cuban says this feels like Dirk s final season but still wants him to work with the team Whatever he wants He s earned it via 1053thefan ,142,981,8540,9521,photo
CompanyJ_1478,He s back ,10,1686,12258,13944,photo
CompanyJ_1479,Agree with the Mamba ,21,3550,21048,24598,photo
CompanyJ_1480,Jokic bullying ,15,758,6831,7589,video
CompanyJ_1481,Adam Sandler s handles are out of control via spidadmitchell ,61,1917,14900,16817,video
CompanyJ_1482,The Nets bench lost it after Giannis air ball ,46,1073,7319,8392,video
CompanyJ_1483,Beard crossing ,15,1881,10746,12627,video
CompanyJ_1484,The latest on AD Growing pessimism about Pelicans willingness to deal AD to Lakers per ramonashelburne Danny Ainge has urged Pelicans to wait until offseason to negotiate deal with Celtics in hopes of pairing Kyrie with AD per wojespn ,235,494,2661,3155,photo
CompanyJ_1485,Giannis says he will probably take Steph Curry with 1st pick in All Star Draft per Matt_Velazquez ,98,833,6809,7642,video
CompanyJ_1486,CP3 wyd ,8,572,4074,4646,photo
CompanyJ_1487,The streak continues 27 straight 30 point games for The Beard 44 PTS 15 26FG 8 REBS 6 ASTS ,91,1039,6646,7685,photo
CompanyJ_1488,DID BAGLEY REALLY JUST DO THAT ,31,8776,43882,52658,video
CompanyJ_1489,Mahomes pulled up to a Lifetime and cooked everybody via Faiz_Jiwani kheuzil ,77,13992,72116,86108,video
CompanyJ_1490,The great Hammerin Hank Aaron turns 85 today 2 297 RBI 1st 755 home runs 2nd 3 771 hits 3rd ,92,2820,14195,17015,photo
CompanyJ_1491,Seven days until the Champions League returns via brfootball ,61,144,1529,1673,photo
CompanyJ_1492,Former teammate says Kyrie hates the narrative other players like KD or AD can influence his free agency decision per SIChrisMannix ,132,557,3603,4160,photo
CompanyJ_1493,Cristiano Ronaldo turns 34 today His career so far club and country 942 games 675 goals 246 assists 29 trophies 5 Ballons d Or And he s still going strong ,155,2728,11442,14170,photo
CompanyJ_1494, mb3five via stevenspurgeon IG ,31,384,3360,3744,video
CompanyJ_1495,On this day in 1999 they were kids making their pro debuts in a lockout shortened season Two decades later they re NBA legends ,127,2667,14480,17147,photo
CompanyJ_1496,Bill Belichick told Tom Brady and Julian Edelman after the SBLIII win We ll be back too ,88,894,5058,5952,photo
CompanyJ_1497,How it d look if Shaq played in the league today via Shady00018 ,64,9327,42208,51535,video
CompanyJ_1498,Robert Kraft rocking his chain from MeekMill at the Pats parade via _AndrewCallahan masslivenews ,97,1357,5371,6728,photo
CompanyJ_1499,Lakers won t have a team left ,30,6930,24487,31417,video
CompanyJ_1500,Gronk has a full bottle of wine on the parade bus via 7News ,60,617,4195,4812,video
CompanyJ_1501,LaVar calls Luke Walton the worst coach ever for Lonzo and says he turned the PG into a loser via DougandWolf987 ,113,1019,4567,5586,photo
CompanyJ_1502,Gronk just chugging beers now via joeycanfly1 ,46,598,3999,4597,video
CompanyJ_1503,Miss State recruit Lee Witherspoon averaged nearly 20 yards per carry and scored 59 TDs And he s only played RB for one season ,127,255,1291,1546,photo
CompanyJ_1504,LeBron addresses Anthony Davis trade rumors says he tends not to play much fantasy basketball per billoram ,107,303,2041,2344,photo
CompanyJ_1505,John Wall suffered ruptured Achilles after slipping and falling in his house and will be out 12 months ,103,7138,28027,35165,photo
CompanyJ_1506,Washington owes John Wall 37 8M in 2019 20 40 8M in 2020 21 43 8M in 2021 22 46 8M in 2022 23 ,94,2679,13607,16286,photo
CompanyJ_1507,Party like Neymar and Mbappe at neymarjr s birthday via davidbrazil IG ,71,134,1140,1274,video
CompanyJ_1508,Lakers pull out of AD talks because of Pelicans outrageous requests including 6 8 draft picks per BA_Turner ,108,4886,19045,23931,photo
CompanyJ_1509,Lakers final offer included Lonzo Kuzma Ingram Hart Zubac KCP and 2 first rounders to Pelicans for AD and Solomon Hill per BA_Turner ,133,2261,7951,10212,link
CompanyJ_1510, ,1,725,6085,6810,link
CompanyJ_1511,Maya Moore announces she won t play pro basketball in 2019 ,59,1157,4557,5714,photo
CompanyJ_1512,Who ya got Draft your NBAAllStar team and enter for a chance to win 25K ,72,198,1162,1360,photo
CompanyJ_1513,Boogie after the news of John Wall s Achilles injury I know he ll overcome this no doubt in my mind Via anthonyVslater ,119,1009,7151,8160,video
CompanyJ_1514,Edelman and Brady Always in sync via NFLFilms ,46,1127,7733,8860,video
CompanyJ_1515,Mo Bamba will miss significant time with a stress fracture in his lower left leg but no surgery is expected per wojespn ,120,260,2701,2961,photo
CompanyJ_1516,The GridironHeights season finale drops at 8 p m ET Catch up on all of Season 3 now ,84,69,418,487,photo
CompanyJ_1517, DwyaneWade s rocking a world tour shirt with his best career moments on it What was your favorite Shop the D Wade x B R World Tour collection ,143,5130,22242,27372,photo
CompanyJ_1518,Makur Maker is a 7 foot high school recruit who went from unranked to No 15 in the 2020 rankings ,97,385,2839,3224,video
CompanyJ_1519,Grizzlies are in strong talks with Hornets to move Marc Gasol to Charlotte per ShamsCharania ,93,522,2997,3519,photo
CompanyJ_1520,20 years ago today the NBA was introduced to White Chocolate Jason Williams following the 1999 lockout ,103,12514,44354,56868,video
CompanyJ_1521, Bron s gonna trade you Pacers fans being ruthless to BI ,57,5649,24470,30119,video
CompanyJ_1522,Patrick Mahomes is lost without football for the next 6 months GridironHeights playstation ,91,913,3737,4650,video
CompanyJ_1523,Dunk Contest is set Who ya got ATTSlamDunk ,43,544,2980,3524,photo
CompanyJ_1524,Lakers down 23 at half to the Pacers ,37,3150,11401,14551,photo
CompanyJ_1525,2019 All Star 3 Point Contest Participants Devin Booker defending champ Steph Curry Seth Curry Dirk Nowitzki Damian Lillard Kemba Walker Khris Middleton Buddy Hield Danny Green Joe Harris Who ya got ,199,2149,12135,14284,photo
CompanyJ_1526,Congrats to kingjames who just reached 32k points ,50,7576,40580,48156,video
CompanyJ_1527,Myles Turner humbled Kuz ,25,781,4262,5043,video
CompanyJ_1528,Zion tried it via CBSSports ,28,629,4442,5071,video
CompanyJ_1529,Nick Foles will void his contract with the Eagles buying them out for 2M and becoming a free agent unless Eagles use a franchise tag per RapSheet ,146,635,3386,4021,photo
CompanyJ_1530,That was just mean MilesBridges ,32,843,4632,5475,video
CompanyJ_1531,Russ didn t have to do AG like that ,36,1523,7235,8758,video
CompanyJ_1532,42 point loss That s the biggest loss of Bron s career ,55,1896,10828,12724,photo
CompanyJ_1533, tobias31 called game ,22,318,2359,2677,video
CompanyJ_1534,Kuzma on how to avoid trade rumors after 42 point loss Maybe I should Bird Box ,79,715,5335,6050,photo
CompanyJ_1535,Wall wasn t messing with JuJu s jokes ,38,4679,29699,34378,photo
CompanyJ_1536,Lotta open seats on that Lakers bench ,38,1293,7428,8721,video
CompanyJ_1537,The Lakers have agreed in principle to send Svi Mykhailiuk and a second round pick to the Pistons for Reggie Bullock per MarcJSpearsESPN ,137,1245,5751,6996,photo
CompanyJ_1538,Clippers are sending Tobias Harris to the 76ers per ShamsCharania ,66,2069,9509,11578,photo
CompanyJ_1539,76ers new starting lineup PG Ben Simmons SG JJ Redick SF Jimmy Butler PF Tobias Harris C Joel Embiid ,101,10627,54275,64902,photo
CompanyJ_1540,Philadelphia has long term plans for their new Big 4 and plan to re sign Butler and Harris this offseason per wojespn ,118,1490,9598,11088,photo
CompanyJ_1541,Celtics remain cautiously optimistic about keeping Kyrie despite his recent comments and the Knicks new cap space per ZachLowe_NBA ,131,333,2740,3073,photo
CompanyJ_1542,Quavo Bad Bunny and Hasan Minhaj headline the NBAAllStar celebrity game ,72,699,3296,3995,photo
CompanyJ_1543,Pistons are finalizing a trade to send Stanley Johnson to the Bucks for Thon Maker per wojespn ,95,1372,7723,9095,photo
CompanyJ_1544,Makur Maker is a 7 foot high school recruit who went from unranked to No 15 in the 2020 rankings ,97,339,2624,2963,video
CompanyJ_1545,Favorites in the East ,22,4305,27960,32265,photo
CompanyJ_1546,Ja Morant True high flyer via teamflightbros ,45,3865,21925,25790,video
CompanyJ_1547,KD believed he d be viewed as the world s best player after beating LeBron in the 2017 NBA Finals per SherwoodStrauss ,118,1450,8757,10207,photo
CompanyJ_1548,We re here to talk BHM B R x BLK HSTRY Are You Listening ,57,188,771,959,video
CompanyJ_1549,Trail Blazers Record Setters GOATs Happy National Girls and Women in Sports Day NGWSD2019 ,90,957,3679,4636,photo
CompanyJ_1550,Marcus Morris isn t worried ,28,771,4711,5482,photo
CompanyJ_1551,Barcelona losing to Real Madrid At home ,40,205,2034,2239,photo
CompanyJ_1552,52 years ago Muhammad Ali fought Ernie Terrell Leading up to the bout Terrell kept calling him Cassius Clay Ali hated it Over the course of 15 rounds Ali punished Terrell while yelling WHAT S MY NAME ,200,3075,10763,13838,photo
CompanyJ_1553,NBA franchise values per Forbes 1 Knicks 4B 2 Lakers 3 7B 3 Warriors 3 5B ,74,639,3552,4191,photo
CompanyJ_1554,Wizards are sending Otto Porter to the Bulls for Bobby Portis and Jabari Parker per ShamsCharania ,98,3856,10254,14110,photo
CompanyJ_1555,Iman Shumpert is going to the Rockets in a three team deal with Houston Cleveland and Sacramento per wojespn ,109,2031,9059,11090,photo
CompanyJ_1556,Lakers are running low on hope Pelicans will engage with latest trade offer before Thursday s deadline per wojespn ,115,277,1993,2270,photo
CompanyJ_1557,AD showed Jabari some love after Parker got the news he was traded via JJTheMedillMan ,86,573,4084,4657,video
CompanyJ_1558,Brooklyn might have the best bench reactions in the league ,59,3338,20439,23777,video
CompanyJ_1559,THJ s first points as a Mav Alley oop from Luka ,48,1405,11059,12464,video
CompanyJ_1560,CLUTCH via NBA ,15,1266,8358,9624,video
CompanyJ_1561,Knicks are equal footing with the Lakers in terms of teams AD is interested in signing long term with per TheSteinLine ,119,675,3323,3998,photo
CompanyJ_1562,Kerr couldn t help himself ,27,525,3891,4416,photo
CompanyJ_1563,Mavs are sending Harrison Barnes to the Kings per ShamsCharania ,64,696,3777,4473,photo
CompanyJ_1564,The Bucks just dropped 148 points Greek Freak 43 PTS 17 21FG 6 REBS 4 ASTS 3 STLS ,82,1360,7803,9163,video
CompanyJ_1565,That s rough ,13,7768,37856,45624,video
CompanyJ_1566,Is this the moment Barnes found out he was traded ,50,961,6030,6991,video
CompanyJ_1567,Giannis Playground bully ,25,813,5963,6776,photo
CompanyJ_1568,This is why Klay doesn t dribble via NBCSWarriors ,50,2933,15601,18534,video
CompanyJ_1569,Bron weighs in on the Barnes mid game trade ,44,2586,10805,13391,photo
CompanyJ_1570,Lamar Odom has signed with the BIG3 will join the 2019 draft pool per NotoriousOHM ,83,1017,6518,7535,photo
CompanyJ_1571,Harden didn t appreciate this Frank Mason beard foul ,53,829,5019,5848,video
CompanyJ_1572,Iguodala didn t have to watch it go in via NBCSWarriors ,56,8406,41860,50266,video
CompanyJ_1573,Young Lakers after seeing LeBron s IG post about the Harrison Barnes trade ,75,3102,12102,15204,photo
CompanyJ_1574,We not getting any more trades tonight ,39,543,4149,4692,photo
CompanyJ_1575,KD has no interest in talking about his free agency or talking to media I don t trust y all via MarkG_Medina ,109,2908,13378,16286,video
CompanyJ_1576,KD didn t hold back last night ,31,599,4557,5156,photo
CompanyJ_1577,25 years ago today Michael Jordan signed a minor league contract with the White Sox He would play 127 games recording 3 HRs and 51 RBI and 114 strikeouts ,154,828,5716,6544,photo
CompanyJ_1578,The trade deadline has been full of surprises ,46,389,3157,3546,photo
CompanyJ_1579,Chiefs GM on Mahomes hooping We spoke to Pat Mahomes agent and said Chiefs Kingdom can be assured there will be no more basketball for Pat per adamteicher ,155,957,4361,5318,link
CompanyJ_1580,LeBron is relaxed on deadline day ,34,819,4630,5449,photo
CompanyJ_1581,The Pelicans are sending Nikola Mirotic to Milwaukee per wojespn ,65,855,4915,5770,photo
CompanyJ_1582,Nik Stauskas and Wade Baldwin are having a rough week Sunday Traded from Blazers to Cavs Wednesday Traded from Cavs to Rockets Thursday Traded from Rockets to Pacers and waived ,177,1863,6269,8132,photo
